FECHA;HORA;DIRECCION;LATITUD;LONGITUD
2026-01-30;02:55:00;KR 120 80 A BIS 02;4.72898827;-74.12479552
2026-01-30;20:30:00;KR 8 C ESTE 36 L SUR 02;4.55311802;-74.08819362
2026-01-30;10:45:00;DG 69 F SUR 14 T 02;4.52217435;-74.12122234
2026-01-27;17:48:00;KR 50 5 02;4.61984901;-74.11203626
2026-01-29;09:58:00;CL 59 C SUR 88 C 02;4.62603072;-74.19155278
2025-09-07;02:06:00;CL 50 16 02;4.63784639;-74.06886001
2025-09-11;06:05:00;CL 58 A SUR 19 C 02;4.56746713;-74.1381183
2025-09-17;12:10:00;KR 17 71 BIS SUR 02;4.54586727;-74.1366743
2025-11-09;06:20:00;CL 99 A 90 B 02;4.71552166;-74.09454657
2025-11-12;23:38:00;KR 7 40 A 02;4.62603678;-74.06578083
2025-11-08;06:50:00;CL 132 93 02;4.73124824;-74.08842709
2026-01-29;05:45:00;KR 3 ESTE 22 BIS SUR 02;4.56884493;-74.08549556
2025-09-29;10:29:00;CL 63 60 02;4.65909592;-74.08880565
2025-10-31;01:40:00;CL 145 92 52;4.73812334;-74.08567063
2025-11-14;05:40:00;KR 4 12 02;4.59748646;-74.07214547
2025-11-28;18:30:00;CL 44 SUR 26 A 02;4.58245569;-74.1267672
2025-11-29;20:11:00;AU DEL SUR CIUDAD DE VILLAVICENCIO 02;4.59602158;-74.16208652
2025-11-29;00:40:00;CL 94 131 C 57;4.73085955;-74.0896308
2025-11-30;04:15:00;KILOMETRO 1 + 440 VIA BOGOTA / VILLAVICENCIO;4.47241853;-74.09019983
2025-12-20;23:20:00;CL 8 B 81 A 02;4.64450424;-74.14675007
2025-09-16;00:20:00;KR 72 145 02;4.7315758;-74.06778542
2025-09-21;01:07:00;TV 44 50 B SUR 02;4.58977557;-74.13838701
2025-09-23;07:55:00;KR 5 F 49 BIS SUR 02;4.54948146;-74.11328738
2025-09-14;19:42:00;CL 80 C 90 A 02;4.70547986;-74.10460337
2025-10-01;06:26:00;AK 30 78 02;4.67180392;-74.06966004
2025-10-01;06:24:00;CL 80 107 02;4.71538947;-74.11686643
2025-10-01;18:20:00;CL 183 55 B 02;4.76427821;-74.05131464
2025-10-07;06:52:00;KR 60 63 02;4.65949449;-74.08861838
2025-10-23;05:40:00;KR 68 12 02;4.63523809;-74.11983198
2025-11-13;14:10:00;KR 33 B 55 A SUR 02;4.58312409;-74.14120553
2025-12-08;15:21:00;CL 110 SUR 6 A 02;4.49164553;-74.11586817
2025-12-07;06:40:00;CL 79 B 70 C 02;4.69246916;-74.08673084
2025-08-28;09:45:00;TV 60 73 SUR 02;4.59237918;-74.16896976
2025-08-28;18:45:00;CL 37 SUR 3 ESTE 02;4.55563729;-74.09389807
2025-08-29;19:40:00;CL 77 B 123 A 02;4.72305683;-74.13386596
2025-08-29;16:12:00;KR 64 B 57 B SUR 02;4.59987688;-74.15635196
2025-08-30;16:05:00;KR 25 54 A SUR 02;4.57738038;-74.13896649
2025-09-01;15:15:00;CL 3 20 A 02;4.59793789;-74.09283146
2025-08-31;15:41:00;KR 72 39 B 17 SUR;4.60649721;-74.14203787
2025-08-27;22:30:00;KR 103 B 16 B 02;4.67141131;-74.1510285
2025-08-18;12:15:00;CL 24 106 02;4.68562813;-74.13914974
2025-07-23;15:18:00;TV 1 BIS 47 SUR 02;4.54777537;-74.10056762
2025-07-20;08:36:00;CL 128 C 51 02;4.71521917;-74.05778399
2025-07-23;09:44:00;CL 72 29 39;4.66639816;-74.07186515
2025-07-23;16:15:00;AVENIDA BOYACA 73 D SUR 02;4.51614541;-74.12139822
2025-07-24;10:10:00;KR 10 13 02;4.60221041;-74.07660684
2025-07-23;07:00:00;KR 60 22 02;4.64038614;-74.10555434
2025-07-16;09:10:00;CL 81 C SUR 8 ESTE 02;4.50909755;-74.09984478
2025-07-24;16:07:00;CL 145 B 89 02;4.73901711;-74.0835434
2025-07-24;06:22:00;KR 30 55 02;4.64526729;-74.0787153
2025-07-24;18:50:00;KR 20 68 A 02;4.65167273;-74.06985609
2025-07-24;14:30:00;CL 7 1 40;4.59237741;-74.07194824
2025-07-24;06:46:00;TV 35 37 SUR 02;4.59419217;-74.1218625
2025-07-24;08:32:00;CL 15 SUR 24 B 02;4.5885496;-74.10155797
2025-07-24;19:06:00;KR 73 37 SUR 02;4.61766178;-74.14624754
2025-04-19;11:31:00;CL 83 101 02;4.71485775;-74.10867301
2025-04-19;21:48:00;KR 1 20 02;4.60316536;-74.06625656
2025-09-01;13:21:00;KR 15 98 02;4.68303994;-74.0486954
2025-09-01;23:00:00;AC 12 71 B 02;4.63825858;-74.12745969
2025-09-01;06:17:00;KR 7 1 A SUR 02;4.584658;-74.08208301
2025-09-02;18:55:00;AC 24 66 02;4.64770057;-74.10501985
2025-05-17;09:10:00;KR 13 41 02;4.62898937;-74.0669723
2025-05-22;07:30:00;CL 12 71 F 02;4.64358355;-74.13077981
2025-06-19;17:02:00;CL 26 SUR 69 B 02;4.6141559;-74.13538696
2025-07-02;15:00:00;KR 91 41 SUR 02;4.64074422;-74.17206822
2025-07-08;18:17:00;KR 69 64 H 02;4.67354243;-74.09394378
2025-07-08;06:45:00;CL 63 60 02;4.65943189;-74.08868841
2025-07-09;07:17:00;KR 106 16 02;4.67397099;-74.15288118
2025-07-16;12:30:00;KR 10 14 02;4.60254563;-74.07658146
2025-07-28;02:00:00;CL 80 112 A 02;4.7193765;-74.11970691
2025-07-26;06:30:00;KR 80 H 65 SUR 02;4.62590597;-74.19441456
2025-07-28;03:10:00;CL 75 A SUR 14 80;4.51386067;-74.11633506
2025-07-27;00:30:00;KR 30 26 19;4.62760821;-74.08113907
2025-08-10;02:40:00;AVENIDA PRIMERO DE MAYO 80 02;4.61452534;-74.17469754
2025-09-03;23:00:00;KR 74 63 02;4.6769342;-74.10647677
2025-09-01;08:40:00;KR 11 121 49;4.69925668;-74.03503175
2025-09-03;16:50:00;KR 30 8 02;4.60868502;-74.09634802
2025-07-10;18:40:00;CL 72 70 BIS 02;4.68396685;-74.09154933
2025-07-20;00:15:00;CL 129 D 121 C 02;4.73476171;-74.10567232
2025-07-30;13:20:00;KR 14 11 SUR 02;4.5857136;-74.09452088
2025-08-25;00:05:00;KR 4 187 B 02;4.76414237;-74.02416282
2025-08-28;22:18:00;CL 66 50 A 02;4.66239142;-74.07790661
2025-08-30;01:10:00;CL 6 68 B 55;4.62912367;-74.12620515
2025-08-31;09:20:00;DG 15 A 100 02;4.66782197;-74.1547891
2025-04-23;06:40:00;AVENIDA CIUDAD DE CALI 11 B 02;4.65264797;-74.14346556
2025-04-24;13:50:00;KR 69 B 73 A 02;4.68312026;-74.08773033
2025-04-25;18:33:00;CL 27 SUR 12 B 02;4.57540113;-74.10221704
2025-04-26;03:53:00;KR 14 V 71 F SUR 02;4.52002894;-74.12212027
2025-05-04;12:30:00;KR 20 B 62 SUR 02;4.5643389;-74.14278356
2025-05-16;11:53:00;CL 24 29 02;4.62346272;-74.08147541
2025-05-17;23:10:00;KR 80 G 6 02;4.63620442;-74.15298847
2025-05-19;19:00:00;KR 120 80 A 02;4.72829457;-74.12510422
2025-05-19;13:47:00;AU DEL SUR 33 SUR 02;4.59441074;-74.12067456
2025-05-19;19:20:00;CL 6 D 90 02;4.65008908;-74.1573289
2025-10-01;11:44:00;KR 7 79 02;4.66079422;-74.05096358
2025-10-01;07:13:00;KR 89 A BIS 53 B 15 SUR;4.63234713;-74.18478338
2025-09-30;18:15:00;KR 72 134 02;4.72606731;-74.07103626
2025-10-23;08:22:00;KR 10 17 02;4.60513407;-74.07482012
2025-10-23;14:47:00;CL 10 80 F 40;4.64607782;-74.14410402
2025-10-22;05:35:00;CL 52 A SUR 19 C 81;4.56968143;-74.13147423
2025-10-23;06:25:00;CL 76 SUR 70 02;4.57265359;-74.16923778
2025-10-22;10:00:00;CL 47 SUR 8 A ESTE 02;4.54231358;-74.09080511
2025-10-23;07:00:00;CL 80 58 02;4.67842249;-74.07418907
2025-10-22;00:20:00;KR 69 K 72 02;4.68277651;-74.09059346
2025-10-21;22:45:00;KR 81 73 D SUR 02;4.61088971;-74.19908028
2025-10-27;17:22:00;CL 26 33 A 02;4.63093773;-74.08326177
2025-10-28;16:20:00;KR 14 L 71 A SUR 02;4.52070276;-74.12039427
2025-10-29;19:30:00;KR 24 5 C 02;4.60230132;-74.09350073
2025-10-27;19:20:00;CL 73 A 69 B 02;4.68313229;-74.08774105
2025-10-28;15:30:00;AVENIDA BOYACA 13 02;4.64665746;-74.12957815
2025-10-31;15:00:00;CL 53 SUR 9 A 02;4.55727495;-74.12370363
2025-10-28;07:45:00;KR 13 57 02;4.64397872;-74.06444607
2025-10-28;18:00:00;KR 14 V 73 SUR 02;4.51846348;-74.12168296
2025-10-28;09:00:00;KR 13 55 02;4.64228378;-74.06474379
2025-10-29;01:25:00;KR 77 G 59 SUR 02;4.59820322;-74.17751459
2025-10-31;19:00:00;CL 84 SUR 8 02;4.50665596;-74.1090985
2025-10-31;17:57:00;TV 80 G 2 4;4.63311392;-74.15535954
2025-10-31;16:00:00;CL 72 29 02;4.6662665;-74.07145624
2025-06-29;15:15:00;AK 72 54 A 02;4.67242956;-74.10551766
2025-07-17;18:30:00;KR 80 H 50 A SUR 02;4.61926814;-74.17246789
2025-07-24;20:55:00;KR 22 ESTE 11 32 SUR;4.56782375;-74.07015452
2025-07-30;21:54:00;AC 61 SUR 20 F 02;4.56665433;-74.14301244
2025-08-14;19:30:00;KR 17 70 A 02;4.65817349;-74.06457031
2025-08-28;11:45:00;AVENIDA CIUDAD DE CALI 129 C BIS 02;4.73088693;-74.1003957
2025-09-07;01:10:00;TV 42 6 02;4.61860766;-74.10591034
2025-05-08;11:30:00;KR 7 118 02;4.69540445;-74.03209106
2025-05-09;17:26:00;KR 9 ESTE 110 SUR 02;4.48522299;-74.10082878
2025-05-09;00:02:00;KR 4 ESTE 18 02;4.60027451;-74.06573514
2025-05-14;22:20:00;AVENIDA CIUDAD DE CALI 22 02;4.6660703;-74.13044504
2025-05-07;18:40:00;AVENIDA BOYACA 62 SUR 02;4.56171816;-74.13915098
2025-05-09;02:50:00;AVENIDA DE LAS AMERICAS 43 02;4.62616186;-74.09993652
2025-05-19;08:30:00;AVENIDA BOYACA 1 SUR 02;4.62261255;-74.13886396
2025-05-21;04:50:00;KR 30 18 A 02;4.61735876;-74.08897947
2025-05-20;10:00:00;KR 7 102 SUR 02;4.49586225;-74.11591816
2025-05-21;13:50:00;CL 27 SUR 12 H BIS A 02;4.57728887;-74.10468055
2025-06-11;08:23:00;KR 27 A 71 J SUR 02;4.54969476;-74.15934665
2025-05-24;03:00:00;KR 30 11 A SUR 02;4.59793526;-74.10727766
2025-06-17;17:10:00;CL 45 20 02;4.63341793;-74.07266205
2025-06-17;16:00:00;CL 127 70 D 02;4.7108762;-74.07393182
2025-07-27;04:40:00;CL 81 C SUR 6 A ESTE 02;4.50938581;-74.10156221
2025-07-28;06:22:00;CL 9 54 02;4.62788015;-74.1113968
2025-07-28;17:30:00;DG 69 A SUR 18 U 02;4.56179888;-74.15786366
2025-07-28;15:30:00;CL 7 BIS 79 02;4.63677279;-74.14611987
2025-07-28;17:54:00;CL 24 SUR 12 H 41;4.57897179;-74.10303302
2025-07-26;08:59:00;CL 70 28 A 02;4.6630706;-74.07248077
2025-08-08;20:50:00;KR 65 4 G 02;4.62615315;-74.12030211
2025-08-10;19:59:00;CL 30 A SUR 8 02;4.5693695;-74.09776862
2025-08-11;10:19:00;KR 79 42 B 02;4.61922242;-74.16233286
2025-08-11;08:50:00;CL 183 8 C 02;4.76025674;-74.03013616
2025-08-11;15:15:00;KR 27 2 02;4.59983767;-74.09906534
2025-08-11;07:00:00;AC 145 104 02;4.74658177;-74.09626154
2025-08-10;07:23:00;KR 10 37 SUR 02;4.56510448;-74.10488473
2025-08-12;13:30:00;CL 116 7 02;4.69369691;-74.03321175
2025-08-04;14:19:00;KR 86 D 42 B 76 SUR;4.63140559;-74.16980682
2025-08-04;04:38:00;KR 81 H 46 SUR 02;4.62424101;-74.1712298
2025-08-12;10:00:00;KR 8 1 SUR 02;4.57429643;-74.09304111
2025-08-12;07:15:00;CL 34 SUR 9 02;4.56651189;-74.10181497
2025-08-14;04:00:00;CL 26 34 A 02;4.63123376;-74.08375444
2025-04-30;15:30:00;CL 6 D 92 02;4.6516319;-74.15874791
2025-05-02;06:15:00;KR 95 83 02;4.71090151;-74.1045871
2025-10-06;18:05:00;KR 15 99 02;4.68385795;-74.048337
2025-09-12;15:40:00;KR 24 80 24;4.66918295;-74.06322743
2025-09-27;19:04:00;KR 45 147 02;4.73022471;-74.04970685
2025-09-16;08:00:00;KR 33 47 B SUR 02;4.58577998;-74.13133037
2025-10-01;16:00:00;KR 7 34 02;4.62139685;-74.06712656
2025-10-03;14:10:00;KR 11 ESTE 56 SUR 02;4.53308738;-74.09069539
2025-10-02;10:57:00;CL 72 73 A 63;4.68859932;-74.09667574
2025-10-01;22:40:00;KR 45 192;4.7710413;-74.04282576
2025-10-05;10:00:00;CL 9 7 ESTE 02;4.58834835;-74.06626485
2025-10-13;12:40:00;KR 68 22 A 02;4.64670801;-74.10885101
2025-10-14;17:50:00;CL 68 65 B 80;4.6752713;-74.08432478
2025-10-15;07:30:00;KR 86 17 02;4.65942037;-74.13592718
2025-10-14;19:20:00;CL 130 D 84 02;4.72662077;-74.0826985
2025-10-01;08:10:00;KR 86 17 A 02;4.65954225;-74.13576285
2025-10-15;14:22:00;CL 24 68 B 02;4.65214966;-74.10957785
2025-10-15;14:30:00;CL 3 30 A 02;4.60387507;-74.10153858
2025-10-15;06:00:00;KR 12 D 19 SUR 02;4.58062226;-74.09877054
2025-10-21;21:42:00;KR 27 3 49;4.60188205;-74.09749381
2025-10-22;08:10:00;CL 3 25 A 02;4.60013653;-74.09599675
2025-05-28;00:03:00;CL 24 A 69 B 02;4.65683074;-74.11143801
2025-05-28;16:30:00;CL 34 A SUR 89 02;4.6411048;-74.16516972
2025-06-13;05:30:00;CL 38 C SUR 86 D 02;4.6347915;-74.16437835
2025-06-23;18:24:00;KR 11 185 02;4.76153867;-74.03305313
2025-09-14;06:40:00;KR 72 63 SUR 02;4.58781096;-74.16709153
2025-10-21;19:55:00;KR 104 153 02;4.75436553;-74.09230081
2025-10-22;17:20:00;KR 68 D 12 02;4.6367498;-74.12315158
2025-10-20;15:20:00;AVENIDA CENTENARIO 88 02;4.66188301;-74.13790374
2025-11-11;20:30:00;KR 94 8 A 02;4.65584123;-74.15704543
2025-11-25;10:30:00;KR 50 46 SUR 02;4.59283466;-74.13218526
2025-11-27;18:15:00;KR 19 39 A 02;4.62837389;-74.07284138
2025-12-05;16:26:00;KR 55 B 78 32;4.67483762;-74.07442681
2026-01-21;09:30:00;KR 100 A 73 14 SUR;4.63441773;-74.20533005
2026-01-24;16:26:00;CL 73 D SUR 81 02;4.61087659;-74.19908174
2026-01-30;06:12:00;KR 75 24 D 57;4.66798036;-74.11780359
2026-01-31;15:00:00;CL 42 B SUR 82 A 02;4.62825826;-74.16740594
2026-01-31;09:20:00;KR 5 A 56 SUR 02;4.54236364;-74.11923152
2026-01-28;10:15:00;CL 58 A SUR 19 C 66;4.57063788;-74.1387346
2026-01-28;10:13:00;KR 30 53 02;4.64267519;-74.07897596
2026-01-26;17:47:00;CL 80 107 02;4.71546866;-74.11681382
2026-01-28;07:58:00;KR 29 B 1 F 19;4.60037499;-74.10260381
2026-01-28;09:10:00;CL 22 100 36;4.6770456;-74.1411788
2026-01-27;04:10:00;KR 116 C 66 02;4.71242319;-74.13814538
2026-02-01;03:30:00;KR 82 5 B 31 SUR;4.63614972;-74.15815233
2026-01-27;06:30:00;CL 56 A SUR 27 02;4.57719711;-74.14100339
2025-09-03;11:33:00;CL 22 SUR 1 ESTE 02;4.56969698;-74.08718584
2025-11-12;17:30:00;TV 70 C 63 SUR 02;4.58951842;-74.16135258
2025-08-26;16:30:00;KR 30 63 G 02;4.65787541;-74.07755597
2025-08-26;16:00:00;AC 63 90 02;4.6850755;-74.11573796
2025-08-29;11:25:00;DG 40 A BIS 16 02;4.63009397;-74.07011632
2025-05-13;08:40:00;CL 167 58 02;4.74963933;-74.05911595
2025-05-13;09:00:00;KR 10 4 02;4.59336617;-74.08240346
2025-05-13;15:13:00;CL 4 D 67 02;4.62635252;-74.12251992
2025-05-12;21:28:00;KR 88 67 SUR 02;4.62407013;-74.19453374
2025-05-13;17:15:00;KR 76 73 02;4.69128246;-74.09817592
2025-05-25;07:09:00;AVENIDA JIMENEZ 14 02;4.60380702;-74.07984846
2025-05-23;15:45:00;CL 12 39 02;4.61934259;-74.10108184
2025-05-23;22:00:00;CL 13 36 02;4.61860693;-74.09692738
2025-05-26;08:40:00;KR 94 B 130 C 02;4.72889271;-74.09150612
2025-05-23;22:10:00;TV 35 29 A SUR 02;4.59526739;-74.11676695
2025-05-26;05:38:00;CL 80 86 02;4.70308518;-74.10106704
2025-05-30;09:00:00;CL 22 SUR 5 A 02;4.57235;-74.09103224
2025-05-31;06:34:00;KR 9 153 02;4.73105408;-74.03199805
2025-05-29;13:55:00;AVENIDA BOYACA 127 02;4.70996624;-74.0796587
2025-06-06;18:19:00;CL 80 119 02;4.72613065;-74.12473638
2025-06-06;21:40:00;KR 14 C 74 C SUR 02;4.51486167;-74.11780752
2025-06-07;08:30:00;KR 73 39 SUR 02;4.61488996;-74.14962613
2025-06-07;06:40:00;TV 76 83 02;4.70417134;-74.09222536
2025-06-07;12:20:00;CL 23 C 69 02;4.65449581;-74.11266491
2025-06-16;21:35:00;KR 72 79 A 02;4.69454566;-74.0901865
2025-12-21;14:30:00;KR 68 9 02;4.6290702;-74.12246006
2025-12-19;19:50:00;CL 90 94 L 46;4.71441061;-74.09902583
2025-12-19;13:00:00;CL 62 F SUR 75 C 02;4.5890317;-74.17588308
2025-12-20;15:36:00;KR 37 A 54 SUR 02;4.58651522;-74.14203701
2025-12-20;19:00:00;CL 70 C SUR 79 57;4.60452547;-74.19357273
2025-12-20;21:11:00;TV 85 64 A 02;4.68360473;-74.1110914
2025-12-20;20:00:00;DG 70 SUR 73 02;4.5790169;-74.16645219
2025-12-19;05:40:00;CL 132 109 A 02;4.73727659;-74.1030466
2025-12-19;17:55:00;AVENIDA BOYACA 19 02;4.65172765;-74.1243259
2025-12-20;06:46:00;KR 14 19 SUR 02;4.58238666;-74.10047301
2025-12-18;07:47:00;AVENIDA BOYACA 37 SUR 02;4.61421639;-74.14069389
2025-12-23;07:55:00;KR 80 2 51 SUR;4.631749;-74.15445345
2025-12-18;21:55:00;KR 111 C 69 02;4.70675811;-74.13107592
2025-12-18;23:00:00;AU DEL SUR 63 02;4.59633706;-74.15369072
2025-12-24;14:30:00;CL 127 54 A 02;4.7088414;-74.06321335
2025-12-24;15:05:00;KR 73 D 40 SUR 02;4.61581652;-74.15208993
2025-09-11;12:20:00;CL 90 83 B 02;4.70872823;-74.0931323
2025-09-12;18:40:00;CL 39 B SUR 72 H 02;4.60790243;-74.14456159
2025-09-19;23:50:00;KR 69 37 B SUR 02;4.60997974;-74.1389337
2025-09-19;06:40:00;CL 171 112 02;4.78215619;-74.07991388
2025-09-21;14:45:00;KR 30 2 02;4.60215386;-74.10211498
2025-09-21;15:30:00;KR 14 112 A SUR 02;4.49118537;-74.11896197
2025-09-22;00:26:00;DG 16 100 02;4.66917861;-74.15142133
2025-05-09;16:00:00;KR 77 I 57 C SUR 02;4.6048628;-74.17278988
2025-05-15;18:28:00;CL 80 119 02;4.72613924;-74.12467309
2025-05-14;22:00:00;KR 113 23 B 02;4.6879733;-74.14521108
2025-07-24;11:30:00;DG 68 C SUR 18 Y 67;4.55836458;-74.14985603
2025-07-24;23:15:00;AVENIDA PRIMERO DE MAYO 29 A 02;4.5915847;-74.11077045
2025-08-03;18:45:00;KR 11 187 02;4.76401645;-74.03247758
2025-08-04;10:23:00;KR 27 3 31;4.60181483;-74.09756254
2025-08-19;18:47:00;KR 2 189 BIS 02;4.76611293;-74.02280356
2025-08-25;20:40:00;CL 77 BIS SUR 6 02;4.51107726;-74.10881637
2025-08-27;06:30:00;CL 40 C SUR 79 A 02;4.62270211;-74.15882496
2025-08-27;08:20:00;CL 6 82 02;4.63796353;-74.15516508
2025-04-27;19:14:00;KR 74 59 A SUR 02;4.5927543;-74.17264892
2025-05-06;12:00:00;AU DEL SUR 59 SUR 02;4.59719083;-74.17742161
2025-05-07;16:21:00;CL 68 23 02;4.65854359;-74.06898147
2025-05-08;15:59:00;KR 35 22 SUR 02;4.59602372;-74.11342911
2025-05-13;21:00:00;CL 62 7 02;4.65071111;-74.05823112
2025-05-05;12:50:00;CL 12 71 D 02;4.75896358;-74.09508761
2025-05-13;08:00:00;KR 7 140 02;4.71624624;-74.02889106
2025-05-14;17:19:00;CL 175 7 02;4.75386143;-74.02451517
2025-06-07;01:20:00;KR 25 45 C BIS 02;4.63699575;-74.07549945
2025-07-10;07:15:00;CL 51 SUR 5 D 02;4.54699966;-74.11554731
2025-07-13;15:25:00;CL 64 A SUR 16 D 02;4.55439947;-74.13625087
2025-07-26;18:30:00;KR 17 61 02;4.64849457;-74.06791478
2025-07-26;05:00:00;CL 57 SUR 87 B 02;4.62364844;-74.18551242
2025-07-14;19:15:00;KR 10 32 36 SUR;4.56762627;-74.10166726
2025-07-24;09:04:00;CL 106 11 02;4.68778909;-74.04081635
2025-07-16;06:50:00;KR 30 26 02;4.62717581;-74.08104382
2025-07-17;03:10:00;KR 89 A 76 A 02;4.70291253;-74.10462289
2025-07-20;11:55:00;CL 94 16 02;4.67986726;-74.05135177
2025-07-01;00:05:00;CL 26 59 02;4.6462093;-74.09944012
2025-08-28;15:00:00;CL 78 56 A 02;4.67587678;-74.07602454
2025-08-29;21:20:00;KR 25 11 SUR 02;4.57518871;-74.0990117
2025-08-30;03:50:00;KR 5 70 02;4.65184249;-74.05503956
2025-08-31;22:54:00;CL 142 15 02;4.72368924;-74.04133983
2025-09-09;23:05:00;KR 95 A 125 16;4.72420376;-74.09638215
2025-09-01;07:00:00;TV 35 BIS 37 30 SUR;4.59472619;-74.12218434
2025-08-31;17:12:00;KR 2 C 49 SUR 02;4.54572508;-74.10820753
2025-06-30;21:40:00;KR 70 71 02;4.68266183;-74.09227879
2025-07-01;15:47:00;CL 26 SUR 74 02;4.62381241;-74.14616493
2025-06-23;23:07:00;KR 50 39 B SUR 02;4.59312097;-74.1264323
2025-08-11;12:20:00;DG 2 SUR 53 G 02;4.61392189;-74.12337599
2025-08-12;10:00:00;KR 27 10 55;4.60865505;-74.09212021
2025-08-29;09:30:00;KR 73 A 74 A 02;4.69100061;-74.09478673
2025-08-28;07:22:00;CL 13 69 B 02;4.64405989;-74.12394746
2025-09-03;07:32:00;KR 9 B ESTE 22 D SUR 02;4.56729358;-74.08598641
2025-06-28;12:30:00;CL 70 C SUR 79 02;4.60421619;-74.19361833
2025-06-27;23:11:00;CL 19 28 A 02;4.61713937;-74.08714346
2025-07-15;00:10:00;KR 89 53 SUR 02;4.63170501;-74.18379096
2025-07-15;21:23:00;DG 50 SUR 11 B ESTE 02;4.53891368;-74.08946947
2025-07-18;00:15:00;KR 10 37 SUR 02;4.56508273;-74.10482673
2025-07-19;00:05:00;KR 17 164 02;4.74373574;-74.04035666
2025-07-19;13:00:00;KR 84 C BIS 57 B SUR 02;4.619513;-74.18362637
2025-08-02;01:46:00;CL 22 SUR 27 02;4.58926273;-74.10898594
2025-08-05;05:10:00;KR 68 10 A 70;4.63377159;-74.12035672
2025-08-22;12:20:00;DG 62 SUR 19 D 35;4.56247487;-74.14117837
2025-05-13;05:30:00;KR 111 168 02;4.76145398;-74.0919626
2025-05-13;21:15:00;CL 63 77 A 02;4.67918335;-74.10903888
2025-05-14;09:10:00;DG 16 96 G 02;4.66613874;-74.14608231
2025-05-15;09:03:00;KR 3 53 02;4.63854367;-74.05970661
2025-05-07;17:10:00;CL 22 SUR 6 02;4.57253667;-74.09156394
2025-06-13;07:30:00;KR 86 A 52 SUR 02;4.62492779;-74.17903093
2025-06-12;13:42:00;KR 100 25 C 02;4.68472108;-74.13131217
2025-06-24;11:00:00;KR 45 116 02;4.6996003;-74.0547299
2025-06-19;06:00:00;CL 56 F SUR 89 B 02;4.63122839;-74.18881928
2025-06-19;11:59:00;CL 77 28 02;4.66899331;-74.06694052
2025-07-01;05:50:00;KR 92 8 02;4.65374085;-74.15674088
2025-07-13;15:30:00;CL 36 SUR 73 D 02;4.62056989;-74.14793862
2025-07-03;06:30:00;CL 57 SUR 87 H 02;4.62570245;-74.18705973
2025-04-09;11:10:00;CL 59 C SUR 46 02;4.5759369;-74.15341337
2025-05-13;10:00:00;KR 20 C 76 02;4.6649829;-74.06249984
2025-05-29;10:59:00;AVENIDA CIRCUNVALAR DEL SUR 33 02;4.6174741;-74.06216887
2025-05-28;22:40:00;AVENIDA CARACAS 2 02;4.59375834;-74.08735657
2025-05-31;07:40:00;KR 1 76 02;4.65477785;-74.04973549
2025-06-09;07:54:00;KR 6 A 101 B SUR 02;4.4965223;-74.11555714
2025-06-09;14:15:00;CL 6 8 02;4.59144897;-74.08046384
2025-06-08;10:40:00;TV 74 43 SUR 02;4.60941862;-74.15920319
2025-06-08;13:10:00;KR 14 76 A SUR 02;4.51251084;-74.11529611
2025-07-05;01:30:00;CL 127 99 02;4.72572917;-74.09903622
2025-07-24;06:25:00;KR 7 53 02;4.6394918;-74.06290222
2025-07-24;06:30:00;KR 92 171 02;4.76350802;-74.07685473
2025-07-25;02:10:00;CL 63 27 02;4.65101829;-74.07245997
2025-08-25;06:00:00;KR 30 6 02;4.60663028;-74.09793101
2025-08-25;08:50:00;CL 13 16 02;4.6050908;-74.08158319
2025-08-19;05:55:00;CL 31 A SUR 14 BIS B 02;4.57776611;-74.11070076
2025-08-29;15:40:00;KR 72 Q 36 A SUR 02;4.61711585;-74.14505986
2025-05-07;07:00:00;AU DEL NORTE 127 02;4.70691745;-74.0538626
2025-06-24;09:00:00;KR 86 81 02;4.70406123;-74.10037668
2025-06-24;12:50:00;KR 10 31 SUR 02;4.56880969;-74.10098117
2025-06-29;22:45:00;KR 50 15 02;4.62905883;-74.1058009
2025-07-03;15:43:00;KR 14 57 02;4.64414472;-74.06545008
2025-07-06;14:17:00;CL 81 SUR 14 ESTE 02;4.51069163;-74.09046668
2025-08-04;13:44:00;TV 78 6 B 20;4.63225329;-74.14483695
2025-08-09;16:00:00;KR 69 73 49;4.68174536;-74.08814924
2025-07-26;22:32:00;KR 27 14 SUR 02;4.59358935;-74.10447878
2025-11-10;10:30:00;TV 86 99 25;4.71377975;-74.093421
2025-11-08;18:46:00;CL 134 C 53 02;4.72192524;-74.05772324
2025-11-26;18:43:00;KR 30 11 02;4.61133571;-74.09417299
2025-12-07;18:35:00;CL 19 15 02;4.60924287;-74.07701544
2025-12-06;10:50:00;KR 104 131 B 02;4.73504788;-74.10018431
2026-01-24;03:40:00;KR 3 ESTE 91 02;4.66922686;-74.04114523
2026-01-25;03:38:00;CL 18 SUR 16 02;4.58360294;-74.10021923
2026-01-24;14:36:00;CL 72 63 02;4.67415651;-74.08183483
2026-01-26;06:40:00;CL 22 48 02;4.63459715;-74.09988073
2026-01-15;07:40:00;AVENIDA DE LAS AMERICAS 36 02;4.62566139;-74.09104661
2026-01-25;13:08:00;AVENIDA PRIMERO DE MAYO 52 C 02;4.60784504;-74.12758307
2025-09-12;23:47:00;CL 63 103 02;4.69460204;-74.1241102
2025-10-01;10:25:00;KR 72 8 A 02;4.63784688;-74.13667821
2025-10-08;10:58:00;CL 80 107 02;4.71558094;-74.1167522
2025-10-08;13:36:00;CL 26 A SUR 1 ESTE 02;4.56611959;-74.08948827
