FECHA;HORA;DIRECCION;LATITUD;LONGITUD
2024-09-08;05:00:00;AVENIDA BOYACA 63 B SUR 02;4.59334799;-74.14515642
2024-09-06;14:21:00;KR 51 58 A SUR 02;4.58073921;-74.15178148
2024-09-08;16:00:00;KR 1 87 C SUR 02;4.50460591;-74.10438148
2024-02-23;19:30:00;CL 65 50 B 02;4.66191534;-74.07899114
2024-02-22;14:15:00;CL 26 SUR 87 D 02;4.63968789;-74.16149644
2024-02-23;07:00:00;KR 24 41 A SUR 02;4.58024191;-74.12277607
2024-02-23;23:25:00;AVENIDA TV DE SUBA 72 02;4.72132136;-74.07473502
2024-02-22;11:55:00;CL 12 10 02;4.60222427;-74.07689957
2024-02-20;14:58:00;DG 39 A SUR 34 02;4.59009583;-74.1241933
2024-02-28;21:47:00;DG 2 78 P 02;4.63182265;-74.15066031
2024-02-28;04:15:00;KR 95 64 02;4.69088201;-74.11855695
2024-02-26;13:19:00;KR 17 33 02;4.62171961;-74.07252757
2024-02-27;13:55:00;CL 28 SUR 12 D 02;4.57471358;-74.10372314
2024-02-28;17:47:00;CL 37 SUR 1 02;4.5566279;-74.09581719
2024-02-29;21:30:00;KR 80 55 SUR 02;4.61455864;-74.1747318
2024-02-28;07:57:00;CL 57 R SUR 72 02;4.59605366;-74.1643825
2024-02-29;08:55:00;CL 49 B SUR 3 02;4.54493239;-74.10970743
2024-02-29;21:20:00;AVENIDA CARACAS 45 F SUR 02;4.57072635;-74.12466166
2024-06-11;10:09:00;KR 91 136 02;4.73455846;-74.08557383
2024-02-02;21:47:00;CL 6 A 89 02;4.64715301;-74.15886836
2024-02-03;11:10:00;CL 63 13 02;4.64946318;-74.06353948
2024-02-08;10:00:00;KR 87 H 33 SUR 02;4.6398884;-74.16264845
2024-02-15;19:05:00;KR 30 53 B 02;4.64404712;-74.07865467
2024-02-18;22:35:00;KR 78 C 69 SUR 02;4.60195424;-74.1894987
2024-02-15;15:47:00;KR 107 C 71 B 02;4.70909572;-74.12411201
2024-02-18;20:20:00;DG 62 SUR 19 C 02;4.56236674;-74.141027
2024-03-01;22:20:00;KR 25 61 B 02;4.64721085;-74.07397864
2024-03-03;20:57:00;KR 8 35 B SUR 02;4.56447789;-74.1025407
2024-03-01;18:06:00;CL 53 SUR 13 A 02;4.56324935;-74.12705708
2024-03-01;09:29:00;CL 81 3 02;4.50918767;-74.10629255
2024-11-02;01:05:00;KR 30 57 02;4.64667885;-74.07882539
2024-11-19;11:20:00;CL 80 116 B 02;4.72450235;-74.12325887
2024-11-25;01:57:00;CL 71 A 77 A 02;4.69024846;-74.10049764
2024-11-16;14:30:00;CL 90 95 F 02;4.71728228;-74.10220621
2024-11-23;09:11:00;CL 64 113 02;4.70718047;-74.13768379
2024-11-22;08:05:00;AVENIDA DE LA ESPERANZA 68 A 02;4.65095626;-74.10783616
2024-11-23;04:09:00;KR 52 C 43 SUR 02;4.59621408;-74.13562117
2024-11-23;13:40:00;KR 51 16 SUR 02;4.60709815;-74.11955205
2024-11-22;17:01:00;KR 30 19 02;4.61830288;-74.08832041
2024-11-22;18:50:00;KR 21 14 SUR 02;4.58790721;-74.09960715
2024-11-22;21:30:00;CL 80 30 02;4.67408594;-74.06772641
2024-11-23;08:30:00;CL 30 A SUR 5 A 02;4.56737622;-74.09605054
2024-03-11;19:30:00;KR 77 A 63 F 02;4.6806622;-74.10792736
2024-03-11;08:30:00;KR 76 75 02;4.6933387;-74.09660844
2024-03-13;14:20:00;CL 53 4 02;4.6388217;-74.06088946
2024-03-13;22:23:00;AVENIDA BOYACA 59 A SUR 02;4.56339387;-74.13894199
2025-01-11;17:35:00;CL 163 A 7 02;4.73827935;-74.02287986
2025-01-09;21:00:00;AU DEL SUR 71 02;4.59602693;-74.1639748
2025-01-12;01:30:00;KR 1 45 02;4.63121711;-74.06133337
2025-02-05;06:57:00;CL 134 21 02;4.71859249;-74.04949504
2025-02-12;14:02:00;CL 42 A SUR 80 J 02;4.62511874;-74.16498236
2025-02-21;13:20:00;CL 16 106 02;4.67387742;-74.15307162
2025-02-24;00:15:00;CL 51 SUR 59 02;4.59090929;-74.1450091
2025-02-23;08:49:00;KR 86 22 02;4.66595833;-74.13045714
2024-07-14;03:00:00;KR 72 69 B SUR 02;4.61116727;-74.14096949
2024-07-18;20:01:00;CL 47 SUR 27 02;4.58254302;-74.1294351
2024-07-16;15:00:00;CL 72 80 C 02;4.69323533;-74.10248068
2024-07-14;22:40:00;CL 48 R SUR 3 02;4.54287321;-74.10359509
2024-07-13;19:40:00;CL 63 SUR 99 A 02;4.63608946;-74.19960705
2024-07-16;22:26:00;AVENIDA DE LAS AMERICAS 2 02;4.63172551;-74.15246276
2024-08-14;08:31:00;CL 63 95 02;4.69011237;-74.11931845
2024-08-16;21:40:00;CL 26 SUR 73 02;4.62107262;-74.14313404
2024-08-16;15:15:00;KR 98 16 F BIS 02;4.6693542;-74.14718417
2024-09-21;22:15:00;KR 68 14 02;4.63812928;-74.11724535
2024-10-08;16:46:00;CL 71 SUR 27 B 02;4.55352634;-74.15874809
2024-10-03;19:20:00;CL 26 85 D 02;4.67702121;-74.11802856
2024-10-05;20:50:00;CL 71 SUR 8 02;4.52282981;-74.11415679
2024-10-04;10:50:00;KR 9 113 02;4.69218387;-74.03588859
2024-11-18;07:50:00;AVENIDA CIUDAD DE CALI DE LAS AMERICAS 02;4.64057992;-74.15626435
2024-11-19;07:23:00;KR 43 A 21 02;4.62956892;-74.09731654
2024-11-19;19:30:00;CL 180 58 B 02;4.72875422;-74.06581712
2024-11-20;05:30:00;AVENIDA BOYACA 21 02;4.65404668;-74.12223963
2024-11-20;07:30:00;AVENIDA DE LA ESPERANZA 74 A 02;4.66485501;-74.11874918
2024-12-09;12:30:00;TV 17 65 A SUR 02;4.55268681;-74.13704006
2024-12-15;17:43:00;CL 52 B SUR 4 D 02;4.54309068;-74.11494938
2025-01-19;11:30:00;TV 78 h 41 b SUR 02;4.61632854;-74.15760445
2025-01-22;11:00:00;KR 72 124 02;4.70843471;-74.0804805
2025-01-22;06:40:00;KR 97 24 B 02;4.68311855;-74.12995519
2025-02-09;13:00:00;CL 61 SUR 20 D 02;4.56651224;-74.14280221
2025-02-07;20:27:00;CL 19 36 02;4.62275009;-74.09304199
2024-12-07;13:57:00;KR 10 2 SUR 02;4.586803;-74.08638922
2024-12-23;07:59:00;CL 17 36 02;4.62055397;-74.09507421
2025-02-12;11:27:00;CL 75 29 02;4.6684435;-74.06980468
2025-02-12;15:29:00;CL 153 7 C 02;4.72877348;-74.02674358
2025-02-12;15:45:00;CL 116 20 02;4.69907627;-74.05157293
2025-02-13;11:00:00;DG 38 SUR 80 02;4.62762341;-74.15796359
2025-02-24;13:05:00;KR 123 15 B 02;4.68453308;-74.16299311
2024-06-28;12:20:00;DG 37 A SUR 73 A BIS 02;4.6177762;-74.14685694
2024-06-28;18:40:00;CL 138 54 02;4.72553951;-74.05744819
2024-08-02;16:00:00;CL 6 41 A 02;4.6170303;-74.10543827
2024-08-01;19:30:00;CL 27 SUR 7 B 02;4.57044294;-74.09590838
2024-08-14;12:00:00;KR 11 A 88 02;4.67128077;-74.05013291
2024-08-14;23:21:00;TV 86 56 A SUR 02;4.6213168;-74.18205378
2024-10-27;07:50:00;KR 13 B 42 SUR 02;4.57088945;-74.11800173
2024-11-26;19:55:00;CL 26 13 A 02;4.61388258;-74.07185379
2024-12-07;15:32:00;CL 26 14 02;4.61547431;-74.07275287
2024-12-10;11:40:00;KR 7 163 02;4.73758219;-74.02300597
2024-12-11;18:30:00;AVENIDA JOSE CELESTINO MUTIS 77 A 02;4.67921864;-74.10906462
2024-12-02;06:15:00;AVENIDA CIUDAD DE QUITO 1 A 02;4.59889033;-74.10598276
2024-12-14;22:50:00;KR 7 162 02;4.73694287;-74.0234944
2024-12-17;19:15:00;KR 50 1 B 02;4.60881724;-74.11777107
2024-12-20;08:20:00;CL 1 13 02;4.59115207;-74.08778576
2024-08-05;19:15:00;AVENIDA CARACAS 56 SUR 02;4.54417356;-74.12085024
2024-08-10;14:52:00;CL 159 21 B 02;4.73941777;-74.04697847
2024-08-08;21:10:00;AVENIDA TV DE SUBA 91 02;4.73782493;-74.08489255
2024-08-10;09:40:00;CL 6 68 02;4.62899146;-74.12263123
2024-08-15;11:28:00;KR 72 C 22 F 02;4.66080492;-74.12115065
2024-09-23;16:48:00;CL 30 SUR CARACAS 02;4.57823742;-74.10991013
2024-10-16;15:45:00;TV 74 F 40 F SUR 02;4.61669878;-74.15429471
2024-10-25;07:15:00;KR 13 55 02;4.6422713;-74.0647201
2024-10-28;21:53:00;KR 9 153 02;4.7310859;-74.03214281
2024-11-06;07:18:00;CL 44 SUR 32 02;4.5862177;-74.12839587
2024-11-09;21:00:00;KR 9 134 02;4.71283446;-74.03261689
2024-11-07;04:50:00;CL 26 103 02;4.68944114;-74.13132159
2024-11-08;10:40:00;CL 3 18 C 02;4.59667393;-74.09079073
2024-11-12;05:35:00;AVENIDA CARACAS 3 SUR 02;4.58953009;-74.09132269
2024-11-08;13:20:00;AU DEL NORTE 190 02;4.7680457;-74.0437716
2024-11-08;18:25:00;KR 89 71 C 02;4.62504275;-74.19988958
2024-11-11;19:30:00;DG 24 C 99 02;4.68203091;-74.13223354
2024-11-13;12:48:00;CL 63 G 28 A 02;4.65724313;-74.07601979
2024-11-12;19:20:00;CL 22 94 02;4.66994768;-74.13417546
2024-06-17;16:05:00;KR 30 39 A 02;4.62900215;-74.08006779
2024-06-27;12:00:00;AK 80 57 D SUR 02;4.61216594;-74.17720949
2024-11-12;23:20:00;CL 80 107 02;4.71531753;-74.11682157
2024-11-12;10:00:00;KR 17 A 100 02;4.68586265;-74.05040726
2024-11-12;17:05:00;KR 7 H 65 SUR 02;4.53514563;-74.1159507
2024-11-13;21:30:00;AVENIDA CIUDAD DE CALI 139 02;4.74174179;-74.09848196
2024-11-14;17:35:00;CL 48 C SUR 26 02;4.5816214;-74.13219707
2024-11-10;20:36:00;KR 20 B 76 02;4.66448877;-74.06174509
2024-11-14;20:22:00;KR 59 26 02;4.6461632;-74.09818204
2024-05-13;22:25:00;DG 41 A SUR 26 02;4.58283631;-74.1233208
2024-05-11;09:01:00;KR 27 1 F 02;4.59827273;-74.10029916
2024-05-10;20:30:00;KR 95 34 SUR 02;4.64785698;-74.16987839
2024-05-10;12:15:00;CL 63 14 02;4.64962954;-74.06467772
2024-05-13;01:38:00;CL 41 A SUR 72 H 02;4.60546729;-74.14661152
2024-05-08;11:40:00;CL 22 SUR 20 02;4.58377379;-74.10443781
2024-05-10;19:10:00;KR 89 B 57 B SUR 02;4.63058978;-74.19055272
2024-05-12;06:40:00;KR 33 53 A SUR 02;4.58286322;-74.13961097
2024-05-14;05:00:00;KR 14 I 114 A 02;4.48986;-74.11925398
2024-05-15;08:45:00;AVENIDA PRIMERO DE MAYO 9 A 02;4.57534913;-74.0940818
2024-05-15;09:29:00;KR 70 75 02;4.68813265;-74.08869778
2024-05-15;07:40:00;CL 65 F 79 B 02;4.60552517;-74.18600607
2024-05-15;10:35:00;KR 15 74 02;4.66101076;-74.06036803
2024-05-14;10:37:00;KR 51 68 SUR 02;4.58046008;-74.15742806
2024-09-30;04:40:00;AVENIDA CIUDAD DE VILLAVICENCIO PRIMERO DE MAYO 02;4.61520696;-74.16259614
2024-05-14;16:17:00;CL 54 B SUR 81 A 02;4.61767725;-74.17683961
2024-05-21;18:10:00;AVENIDA CARACAS 12 02;4.56090586;-74.12405817
2024-05-22;06:05:00;CL 127 93 02;4.72001153;-74.0946236
2024-05-21;23:30:00;KR 30 73 02;4.66837043;-74.07286552
2024-05-21;15:30:00;DG 63 F 88 A 02;4.68677325;-74.11384297
2024-05-23;12:29:00;KR 24 40 02;4.5807781;-74.12117211
2024-05-25;20:07:00;CL 54 SUR 14 ESTE 02;4.53405114;-74.08677688
2024-06-07;07:20:00;CL 170 78 02;4.76284417;-74.06909434
2024-06-15;20:20:00;CL 1 B 31 C 02;4.60041694;-74.10650579
2024-06-15;17:50:00;CL 3 39 A 02;4.6113865;-74.11048887
2024-06-18;06:30:00;DG 64 SUR 19 02;4.55826155;-74.1446924
2024-06-19;14:06:00;KR 11 70 A 02;4.65569262;-74.05981605
2024-06-16;16:20:00;KR 68 10 SUR 02;4.61681374;-74.12643192
2024-06-21;09:09:00;KR 20 64 02;4.65449581;-74.06914664
2024-06-19;11:40:00;KR 110 G 71 C 02;4.71126773;-74.12696836
2024-06-19;10:20:00;KR 7 92 A 02;4.67183503;-74.04355434
2024-06-14;19:03:00;CL 26 SUR 87 D 02;4.63967185;-74.16149912
2024-06-19;08:18:00;CL 139 94 02;4.7377927;-74.0867759
2024-05-03;15:05:00;CL 65 A SUR 78 A 02;4.60116821;-74.18259201
2024-05-03;06:18:00;KR 60 2 C 02;4.62035613;-74.12194458
2024-06-19;22:48:00;CL 127 71 B 02;4.71014789;-74.07764718
2024-06-21;19:45:00;KR 10 18 02;4.6060528;-74.07413689
2024-06-19;17:50:00;AC 20 44 02;4.62632387;-74.10113386
2024-01-26;10:30:00;AC 26 SUR 68 I 02;4.61189083;-74.13335958
2024-01-28;05:30:00;KR 80 56 A SUR 02;4.61393145;-74.17548952
2024-01-26;12:53:00;KR 87 C 63 A SUR 02;4.62210848;-74.1919678
2024-09-19;09:20:00;CL 163 21 02;4.74328059;-74.0452267
2024-09-19;12:05:00;KR 10 2 02;4.59127595;-74.08365873
2024-10-17;07:37:00;KR 8 81 A 02;4.66366538;-74.05035911
2024-10-17;19:37:00;KR 10 18 02;4.57746934;-74.09330878
2024-10-17;09:53:00;CL 26 54 02;4.64304035;-74.09624634
2024-10-17;05:35:00;CL 24 66 02;4.64773537;-74.10500375
2024-10-19;02:50:00;CL 59 SUR 78 C 02;4.60330439;-74.17939214
2024-10-28;12:10:00;CL 11 SUR 16 02;4.58670505;-74.09720657
2024-11-29;06:25:00;AU DEL NORTE 176 02;4.75661726;-74.046037
2024-11-26;06:00:00;CL 72 A 68 H 02;4.68087189;-74.08786468
2024-11-25;17:26:00;CL 80 94 02;4.70637513;-74.10780757
2024-11-30;22:07:00;CL 73 BIS 68 H 02;4.68122065;-74.08746157
2024-12-01;13:55:00;KR 6 13 A SUR 02;4.5774164;-74.08797253
2024-11-25;18:48:00;KR 77 A 71 A 02;4.69022707;-74.10052715
2024-06-07;07:40:00;CL 63 86 02;4.68400912;-74.11457924
2024-06-08;12:44:00;CL 63 28 A 02;4.65199086;-74.07707123
2024-12-01;10:00:00;CL 4 G 54 02;4.62279221;-74.11581171
2024-12-01;11:01:00;KR 96 69 B 02;4.69747334;-74.1153327
2024-07-14;15:00:00;CL 55 B SUR 3 B 02;4.53863025;-74.11458366
2024-07-17;06:45:00;KR 54 4 G 02;4.6227997;-74.11579875
2024-07-16;08:00:00;KR 10 30 F SUR 02;4.56911412;-74.10040645
2024-07-17;17:00:00;AVENIDA TV DE SUBA 114 02;4.69584713;-74.0689166
2024-07-16;15:00:00;KR 19 104 02;4.69044921;-74.05121042
2024-07-21;23:15:00;CL 11 SUR 10 02;4.5821295;-74.08980636
2024-07-21;13:10:00;KR 6 ESTE 88 SUR 02;4.50404171;-74.10271315
2024-07-21;14:05:00;KR 1 28 SUR 02;4.56471322;-74.0911716
2024-07-16;17:17:00;CL 13 68 D 02;4.6402199;-74.12198214
2024-07-24;07:28:00;KR 89 6 02;4.64587861;-74.16021971
2024-07-23;16:30:00;CL 57 R SUR 75 D 02;4.59698051;-74.1754475
2024-07-23;05:49:00;CL 26 BIS SUR 24 B 02;4.58448764;-74.10920141
2024-07-27;07:20:00;KR 60 44 02;4.65017564;-74.09526733
2024-08-01;09:10:00;KR 9 153 02;4.73081261;-74.03205838
2024-08-02;21:00:00;CL 108 SUR 8 A ESTE 02;4.48760479;-74.09967017
2024-08-02;01:32:00;KR 72 17 02;4.6492103;-74.12665211
2024-08-03;01:25:00;KR 2 ESTE 70 02;4.64951361;-74.0507863
2024-11-28;06:30:00;KR 79 41 D SUR 02;4.62063613;-74.16002314
2024-12-01;09:40:00;CL 81 116 A 02;4.72539195;-74.1213899
2024-08-02;09:00:00;KR 30 45 A 02;4.63509853;-74.07920114
2024-08-01;20:00:00;TV 20 ESTE 97 SUR 02;4.49672709;-74.10606097
2024-08-01;20:10:00;KR 30 71 A 02;4.66651806;-74.07447193
2024-08-03;22:50:00;KR 12 C 54 SUR 02;4.56102528;-74.12697284
2024-09-29;19:00:00;KR 80 45 A SUR 02;4.62021698;-74.16744702
2024-09-30;08:25:00;KR 97 23 A 02;4.67738477;-74.13640706
2024-09-29;03:35:00;KR 14 26 02;4.61545827;-74.07281188
2024-10-01;02:50:00;KR 51 58 SUR 02;4.58042372;-74.15076224
2024-10-08;14:25:00;CL 6 15 A 02;4.59808505;-74.08604858
2024-10-11;13:40:00;KR 104 148 02;4.74839389;-74.09543141
2024-10-10;19:10:00;CL 109 17 02;4.69365734;-74.04719249
2024-10-21;12:40:00;KR 23 4 A 02;4.59923106;-74.09382445
2024-09-30;18:20:00;CL 71 SUR 3 A 02;4.5235722;-74.12501104
2024-10-02;00:51:00;KR 86 63 F 02;4.68502228;-74.11366729
2024-10-01;16:00:00;KR 19 75 A SUR 02;4.54170034;-74.15189162
2024-10-18;20:30:00;KR 17 70 A 02;4.6581583;-74.0645775
2024-11-09;20:00:00;CL 73 B SUR 14 02;4.51789519;-74.11745457
2024-11-20;07:25:00;CL 79 116 02;4.72250287;-74.12338225
2024-11-18;13:40:00;KR 45 152 02;4.73478478;-74.04957681
2024-11-21;21:38:00;KR 69 B 37 A SUR 02;4.61212975;-74.13928665
2024-11-21;20:25:00;KR 7 140 02;4.71622105;-74.02881292
2024-11-20;13:45:00;CL 145 84 C 02;4.73643494;-74.08174632
2024-11-20;09:15:00;KR 17 53 02;4.64093638;-74.06932501
2024-11-20;11:00:00;CL 16 D 78 G 02;4.65223948;-74.13207797
2024-11-20;06:59:00;KR 14 43 SUR 02;4.57480103;-74.12315158
2024-11-20;06:50:00;KR 68 94 A 02;4.68621544;-74.07623617
2024-11-19;14:40:00;CL 126 60 02;4.7101851;-74.07197503
2024-11-20;13:10:00;CL 80 69 P 02;4.68954005;-74.08370433
2024-11-20;08:38:00;AC 132 102 A 02;4.73508505;-74.0975794
2024-11-25;05:10:00;KR 30 52 02;4.64143208;-74.07884345
2024-11-25;20:10:00;CL 73 SUR 14 L 02;4.51873078;-74.12044121
2024-11-24;19:00:00;CL 38 C 88 02;4.63766143;-74.1665229
2024-11-25;21:50:00;KR 27 D 71 K SUR 02;4.54974301;-74.1608232
2024-11-24;11:20:00;CL 13 55 02;4.62985766;-74.10972444
2024-11-22;15:50:00;KR 14 7 02;4.59822461;-74.08387867
2024-11-22;23:23:00;CL 1 C 38 BIS 02;4.60620252;-74.11270706
2024-08-11;06:50:00;KR 30 45 A 02;4.63510118;-74.07920268
2024-08-11;16:40:00;CL 6 79 B 02;4.6340279;-74.15083603
2024-08-26;03:28:00;KR 27 B 70 02;4.66200257;-74.07114355
2024-10-15;19:40:00;KR 86 F 36 SUR 02;4.63638354;-74.1631527
2024-08-25;07:30:00;CL 1 A 7 ESTE 02;4.58074723;-74.07325176
2024-10-12;20:42:00;TV 31 A 68 G SUR 02;4.56712677;-74.1530389
2024-11-13;17:50:00;CL 22 F 86 02;4.66871978;-74.1284737
2024-11-13;16:54:00;KR 30 92 02;4.67935943;-74.05845312
2024-11-13;18:40:00;KR 15 93 A 02;4.67789804;-74.05136225
2024-08-04;11:30:00;KR 18 12 02;4.60535411;-74.08438113
2024-08-03;13:11:00;KR 7 1 A SUR 02;4.58465608;-74.08207355
2024-08-03;02:08:00;CL 88 91 02;4.71159519;-74.09914178
2024-08-03;23:44:00;KR 1 ESTE 11 SUR 02;4.57490263;-74.08200381
2024-08-05;15:29:00;KR 20 A 172 A 02;4.75286683;-74.04310175
2024-10-24;08:32:00;CL 137 76 A 02;4.73058094;-74.07556919
2024-10-24;12:45:00;KR 54 17 02;4.63179644;-74.10713155
2024-10-23;12:35:00;KR 122 D 129 B 02;4.7333743;-74.10902975
2024-10-23;13:30:00;AVENIDA DE LOS CERROS 85 02;4.66482026;-74.04625801
2024-10-26;16:34:00;CL 40 B SUR 72 M 02;4.61117632;-74.14979089
2024-08-17;21:30:00;KR 18 1 02;4.59259177;-74.09068351
2024-08-17;05:00:00;AVENIDA CIUDAD DE VILLAVICENCIO 88 C 02;4.63395873;-74.17390434
2024-08-14;18:10:00;KR 68 B 69 02;4.67636893;-74.08843306
2024-09-07;18:28:00;CL 66 A BIS 18 C 02;4.55259546;-74.1444434
2024-09-04;17:50:00;CL 19 A BIS 120 02;4.68833053;-74.1543322
2024-09-06;05:50:00;KR 116 C 64 A 02;4.71131896;-74.13974462
2024-09-03;15:38:00;CL 183 15 02;4.76028482;-74.03687698
2024-09-06;19:15:00;CL 137 143 A 02;4.74608726;-74.11658955
2024-09-05;16:40:00;KR 19 150 02;4.73165552;-74.04491691
2024-09-05;15:30:00;CL 17 123 02;4.68694969;-74.15947942
2024-09-08;04:45:00;KR 24 12 02;4.60872099;-74.08926723
2024-09-06;07:10:00;KR 68 4 D 02;4.62667802;-74.1231963
2024-10-10;16:40:00;CL 127 15 02;4.70412772;-74.0427674
2024-10-13;16:10:00;KR 90 A 2 SUR 02;4.64552014;-74.16369785
2024-10-24;13:46:00;CL 70 C SUR 42 02;4.56866762;-74.16038332
2024-10-24;19:15:00;CL 74 B 36 SUR 02;4.56551801;-74.16571958
2024-11-09;20:48:00;CL 42 A 79 A 02;4.62004654;-74.16198675
2024-11-06;21:31:00;KR 68 5 02;4.62632869;-74.12362901
2024-11-10;23:14:00;CL 17 123 02;4.68694969;-74.15956525
2024-09-06;06:40:00;KR 30 48 02;4.63827912;-74.07904418
2024-02-03;00:15:00;AVENIDA BOYACA 2 02;4.62349188;-74.13830045
2024-02-01;16:05:00;KR 30 1 C BIS 02;4.60028691;-74.10473053
2024-02-01;15:01:00;KR 60 44 02;4.65016227;-74.09529294
2024-02-02;19:20:00;KR 72 2 SUR 02;4.62348411;-74.13829338
2024-02-02;15:10:00;CL 153 58 C 02;4.74132004;-74.06246855
2024-02-02;11:24:00;AVENIDA DEL SUR BOYACA 02;4.59528634;-74.14531199
2024-02-02;12:30:00;CL 80 69 K 02;4.68889639;-74.08318592
2024-02-04;18:50:00;CL 10 65 02;4.63079336;-74.11781593
2024-02-03;13:30:00;DG 100 C SUR 4 A 02;4.49608273;-74.11305843
2024-02-02;14:37:00;CL 22 J 108 02;4.68339427;-74.1438475
2024-02-02;20:04:00;CL 25 D 96 02;4.6820416;-74.12651909
2024-02-04;05:58:00;CL 72 86 02;4.6958622;-74.10581036
2024-02-02;17:40:00;CL 80 114 02;4.7218465;-74.12105262
2024-02-02;20:40:00;CL 168 20 02;4.74853573;-74.04331294
2024-06-28;18:15:00;TV 28 58 C SUR 02;4.57323051;-74.14806715
2024-07-02;17:30:00;CL 12 79 A 02;4.64909559;-74.13616566
2024-07-04;14:25:00;KR 70 B 101 02;4.69558527;-74.07528376
2024-07-02;22:33:00;KR 87 C 63 SUR 02;4.62220084;-74.19156937
2024-02-27;18:50:00;AVENIDA PRIMERO DE MAYO 14 02;4.58147713;-74.10264877
2024-02-28;18:33:00;KR 10 19 02;4.60686021;-74.07385794
2024-03-01;03:30:00;AK 14 69 02;4.65558654;-74.0624961
2024-03-02;19:25:00;CL 13 SUR 24 C 02;4.59030203;-74.10176413
2024-03-07;07:30:00;CL 12 C 71 B 02;4.63994442;-74.1247733
2024-03-05;07:45:00;KR 14 71 G SUR 02;4.52000318;-74.11747944
2024-03-05;13:20:00;CL 134 58 02;4.72417064;-74.0661461
2024-03-06;13:23:00;KR 87 A 6 02;4.64275547;-74.15742599
2024-03-06;16:50:00;CL 26 60 02;4.64759753;-74.09934038
2024-03-07;07:20:00;AVENIDA CIUDAD DE QUITO 4 A 02;4.60409309;-74.0996903
2024-03-05;12:00:00;AU DEL NORTE 102 02;4.68861872;-74.05711515
2024-03-06;16:15:00;AK 72 44 D SUR 02;4.59682499;-74.14554802
2024-06-22;19:22:00;KR 40 25 02;4.6324616;-74.09016577
2024-06-21;06:48:00;KR 48 G 59 B SUR 02;4.57872435;-74.15387038
2024-06-23;02:20:00;CL 6 B 19 A 02;4.60181254;-74.08952741
2024-06-19;16:35:00;AC 63 69 C 02;4.66920985;-74.09841517
2024-06-21;04:10:00;CL 57 R 67 02;4.5964547;-74.15765015
2024-03-13;17:30:00;AU DEL NORTE 230 02;4.80474303;-74.0372161
2024-03-14;01:28:00;AVENIDA DE LAS AMERICAS 39 BIS A 02;4.6265775;-74.09511787
2024-03-13;23:00:00;KR 56 4 G 02;4.62346709;-74.11638558
2024-03-12;20:10:00;KR 14 55 SUR 02;4.54472751;-74.12098728
2024-03-11;12:30:00;AVENIDA DE LAS AMERICAS 75 02;4.63138809;-74.14394016
2024-03-13;16:58:00;KR 30 11 A SUR 02;4.61179579;-74.09398402
2024-03-12;21:35:00;KR 81 72 SUR 02;4.61030518;-74.1960628
2024-03-13;12:34:00;CL 128 B 58 02;4.71619505;-74.06968052
2024-03-14;06:30:00;KR 91 128 B 02;4.7217691;-74.08977551
2024-03-15;15:30:00;AVENIDA DE LAS AMERICAS 60 02;4.62863321;-74.1153088
2024-03-16;14:16:00;CL 127 A 86 02;4.71325387;-74.08611295
2024-03-16;14:00:00;KR 50 15 02;4.60582639;-74.11944139
2024-03-13;17:10:00;CL 80 101 02;4.71065558;-74.11317913
2024-08-27;18:50:00;KR 24 63 A 02;4.65211116;-74.07230226
2024-02-02;23:30:00;KR 89 B 42 A SUR 02;4.63731024;-74.1717181
2024-02-02;03:31:00;TV 96 130 48;4.72240129;-74.0748534
2024-01-28;18:41:00;KR 87 C 74 SUR 02;4.61972276;-74.20026996
2025-02-17;08:25:00;KR 10 21 02;4.60836885;-74.072923
2025-02-15;14:15:00;CL 60 SUR 22 B 02;4.56873554;-74.1439917
2025-02-15;15:33:00;KR 24 44 SUR 02;4.57937298;-74.12549315
2025-02-17;23:00:00;CL 65 A BIS SUR 18 K 02;4.55312428;-74.14326433
2025-02-15;07:28:00;CL 31 SUR 9 ESTE 02;4.55685873;-74.08392914
2025-02-15;13:02:00;KR 30 3 02;4.60340821;-74.10064209
2025-02-17;15:20:00;CL 145 95 B 02;4.7405583;-74.0884507
2025-02-16;00:28:00;KR 55 A 168 A 02;4.75141188;-74.05597029
2025-02-15;23:52:00;KR 18 19 SUR 02;4.58418065;-74.10200268
2025-02-18;20:30:00;KR 68 D 6 02;4.62950743;-74.12541536
2025-02-17;17:00:00;KR 86 81 02;4.70411168;-74.10036353
2025-02-18;09:40:00;CL 22 SUR 30 02;4.59452303;-74.11254478
2024-08-19;02:50:00;KR 68 1 BIS 02;4.62091756;-74.12521151
2024-09-03;08:30:00;KR 30 39 A 02;4.6289763;-74.07996709
2024-08-31;05:15:00;KR 14 103 SUR 02;4.49572308;-74.117932
2024-12-27;23:00:00;KR 79 39 A SUR 02;4.6237675;-74.15715126
2025-01-01;16:45:00;CL 80 86 02;4.70305845;-74.10109846
2025-01-01;07:35:00;AVENIDA CIUDAD DE VILLAVICENCIO 46 A 02;4.57564157;-74.15473695
2025-02-11;19:40:00;KR 4 12 C 02;4.59918175;-74.07110063
2025-02-10;16:24:00;KR 45 237 02;4.81395971;-74.03611773
2025-02-10;06:40:00;CL 63 50 02;4.65293873;-74.08382427
2025-02-08;08:04:00;KR 68 12 A 02;4.63615935;-74.11935817
2025-02-24;07:15:00;KR 68 3 SUR 02;4.61969433;-74.12576405
2025-02-23;17:46:00;KR 7 170 B 02;4.7471011;-74.02272354
2025-02-24;07:30:00;KR 24 41 B SUR 02;4.58004712;-74.12329182
